run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric__runtime,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_dinov2_model_name,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245971781.60235-061dd280-e188,mri_core_pretrained_t2_2025-08-01_06-21-44,finished,2025-08-01T06:22:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245971781.60235-061dd280-e188,,a3e39ca6-dff8-451a-889a-ef9e26b70372,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,0.5,15697.0,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,0.5288580656051636,0.5329670310020447,0.5,0.4406779706478119,0.5836367011070251,0.5345149040222168,0.5551865100860596,0.5,0.441904753446579,0.5786870718002319,0.5,0.5,0.5,0.4399999976158142,0.584716796875,500.0,1754045033.5176103,100.0,3.854818796385494e-08,14700.0,,,,,,,,,,,,
7245970980.91724-54c59b36-87d3,brainmvp_pretrained_t2_2025-08-01_06-27-45,finished,2025-08-01T06:28:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245970980.91724-54c59b36-87d3,,9e273dc1-4116-4427-bab6-8dbb5200790a,t-jiachentu,False,0,Classification,100.0,False,brainmvp,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,7286.0,,,,,,,,,,,,,,0.6117756962776184,0.6242368221282959,0.5,0.4406779706478119,0.6812211871147156,0.7400788068771362,0.8181881904602051,0.6160613298416138,0.6386833786964417,0.5227187275886536,0.6580532193183899,0.7470624446868896,0.5,0.4399999976158142,0.5975520610809326,500.0,1754036975.474538,100.0,3.854818796385494e-08,7400.0,,,,,,,,,,,,
7245970191.39939-62901040-b69c,resenc_time_conditioned_pretrained_t2_2025-08-01_06-40-20,finished,2025-08-01T06:41:13Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245970191.39939-62901040-b69c,,53e50aff-e854-4630-8d0d-9c5d7869a4ec,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,22248.0,,,,,,,,False,,256.0,0.5,64.0,,0.6721903085708618,0.6526251435279846,0.5961538553237915,0.6008708477020264,0.6052750945091248,0.8811839818954468,0.9074336290359496,0.8002755641937256,0.8253034353256226,0.4535824954509735,0.7518106698989868,0.7968460321426392,0.6709956526756287,0.7012194991111755,0.542140007019043,1000.0,1754052720.862931,200.0,7.615242180436517e-09,14800.0,,,,,,,,,,,,
7245969339.56089-63978ad3-24e8,dinov2_pretrained_t2_2025-08-01_06-51-46,finished,2025-08-01T06:52:09Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245969339.56089-63978ad3-24e8,,d9d14c10-4b8f-426c-9318-8cb6debba616,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,mean,,True,0.5,13004.0,,,,,,,,,mean,,,,facebook/dinov2-base,0.6591959595680237,0.7032966613769531,0.5,0.4406779706478119,0.5775837302207947,0.6174479722976685,0.6893725395202637,0.5060415267944336,0.4575556218624115,0.5627979636192322,0.6566106677055359,0.7065553665161133,0.5,0.4399999976158142,0.5734668970108032,500.0,1754044132.5971756,100.0,3.854818796385494e-08,14700.0,,,,,,,,,,,,
7245968535.35390-0f6e0f4a-c941,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-01_08-45-13,finished,2025-08-01T08:45:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245968535.35390-0f6e0f4a-c941,,c91dec48-c458-4250-8bd0-208887113475,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,21399.0,,,,,,,,,,,,,,0.7116587162017822,0.7570207715034485,0.610805869102478,0.6272590160369873,0.5656729936599731,0.9732748866081238,0.984313189983368,0.9214951992034912,0.9266451597213744,0.38931405544281006,0.7994135618209839,0.8249845504760742,0.6601731777191162,0.6964691281318665,0.5258340239524841,1000.0,1754059349.9004064,200.0,7.615242180436517e-09,7400.0,,,,,,,,,,,,
7245918135.40407-cd14d1c8-499a,resenc_pretrained_t2_2025-08-01_21-03-29,finished,2025-08-01T21:04:03Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245918135.40407-cd14d1c8-499a,,e9683440-000e-40f8-af73-64ce2a3b28fb,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,0.2,20462.0,,,,,,,,,,,,,,0.6963958740234375,0.6935286521911621,0.6474359035491943,0.6749082803726196,0.5682273507118225,0.9309310913085938,0.9366167783737184,0.8869770765304565,0.911693811416626,0.41232186555862427,0.8178697228431702,0.8401360511779785,0.7662338018417358,0.7958333492279053,0.49746131896972656,1000.0,1754102703.5488577,200.0,4.5691453082619125e-09,7400.0,,,,,,,,,,,,
7245917291.54838-cc024312-b2f6,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-01_21-18-00,finished,2025-08-01T21:18:40Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245917291.54838-cc024312-b2f6,,03d2ea0f-c6dc-46b0-b19b-bddeaf33f50f,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,24183.0,,,,,,,,,,,,,,0.7598834037780762,0.7600733041763306,0.6932234168052673,0.7069078683853149,0.5656052231788635,0.9962565898895264,0.9975975155830384,0.9732546806335448,0.9790414571762084,0.34916064143180847,0.838605523109436,0.826839804649353,0.7424242496490479,0.7739130258560181,0.4945181906223297,1000.0,1754107301.115987,200.0,4.5691453082619125e-09,7400.0,,,,,,,,,,,,
7245916460.35470-6d08d530-6aca,resenc_time_conditioned_pretrained_t2_2025-08-01_21-33-12,finished,2025-08-01T21:33:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245916460.35470-6d08d530-6aca,,ea301077-8d16-4599-bd95-70ab9e8ad837,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,21072.0,,,,,,,,False,,256.0,0.5,64.0,,0.6425596475601196,0.7124541997909546,0.6721612215042114,0.6601830720901489,0.5729514360427856,0.9609936475753784,0.9668598175048828,0.8848219513893127,0.906808376312256,0.3952252268791199,0.8452513217926025,0.8818800449371338,0.6471861600875854,0.6742912530899048,0.532383918762207,1000.0,1754105110.6904693,200.0,4.5691453082619125e-09,14800.0,,,,,,,,,,,,
7245914567.95858-eee779b1-bcc1,dinov2_pretrained_t2_2025-08-01_22-04-58,finished,2025-08-01T22:05:21Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245914567.95858-eee779b1-bcc1,,4cc7591e-e8ff-4e98-a142-66d54743d8f2,t-jiachentu,False,0,Classification,200.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,mean,,True,0.5,22532.0,,,,,,,,,mean,,,,facebook/dinov2-base,0.6929867267608643,0.7380952835083008,0.5,0.4406779706478119,0.5685672760009766,0.6256105899810791,0.6744276285171509,0.5202798247337341,0.4877622127532959,0.564502477645874,0.6402181386947632,0.6573902368545532,0.5,0.4399999976158142,0.5819304585456848,1000.0,1754108445.852201,200.0,4.5691453082619125e-09,29400.0,,,,,,,,,,,,
7245914155.52656-db5b7054-d5b2,brainmvp_pretrained_t2_2025-08-01_22-09-05,finished,2025-08-01T22:09:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245914155.52656-db5b7054-d5b2,,9e8f4d8e-f2a4-4265-9f12-8081ff98fc39,t-jiachentu,False,0,Classification,200.0,False,brainmvp,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,13669.0,,,,,,,,,,,,,,0.6250900030136108,0.6282051801681519,0.5,0.4406779706478119,0.7480676770210266,0.8300434947013855,0.8803702592849731,0.713998019695282,0.7427988052368164,0.4878062605857849,0.6733191013336182,0.7087198495864868,0.6147186160087585,0.6256944537162781,0.5806532502174377,1000.0,1754099840.3897345,200.0,4.5691453082619125e-09,14800.0,,,,,,,,,,,,
7245913742.13147-143e3a2d-c73b,brainiac_pretrained_t2_2025-08-01_22-16-04,finished,2025-08-01T22:16:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245913742.13147-143e3a2d-c73b,,978d653f-4672-4e48-8f22-c7cb9c500489,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,False,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,17006.0,,,,,,,,,,,,,,0.6368393898010254,0.682539701461792,0.5631868243217468,0.5678571462631226,0.6002025008201599,0.9733406901359558,0.9707108736038208,0.9158775806427002,0.9396995306015016,0.3805806040763855,0.6493653059005737,0.6839827299118042,0.5670995712280273,0.5729847550392151,0.6726242899894714,1000.0,1754103591.8751097,200.0,4.5691453082619125e-09,14800.0,,,,,,,,,,,,
7245914985.59034-0d3c70af-5509,mri_core_pretrained_t2_2025-08-02_00-54-59,finished,2025-08-02T00:55:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245914985.59034-0d3c70af-5509,,8685601c-ef9c-4dd6-9bb6-23996d4110a2,t-jiachentu,False,0,Classification,200.0,False,MRICore,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,0.5,26673.0,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,0.5244261622428894,0.5409035682678223,0.5,0.4406779706478119,0.5828579068183899,0.48923927545547485,0.4698982238769531,0.5,0.441904753446579,0.583179771900177,0.5599678158760071,0.606988251209259,0.5,0.4399999976158142,0.5846587419509888,1000.0,1754122804.080843,200.0,4.5691453082619125e-09,29400.0,,,,,,,,,,,,
7245875625.43921-fedf324d-4413,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-02_08-50-59,crashed,2025-08-02T08:51:36Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245875625.43921-fedf324d-4413,,cf3f41bd-0d3c-40a7-a5ee-a717596c3c9d,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,4893.352000828,,,,,,,,,,,,,,,,,,,0.650560736656189,0.7251272201538086,0.5871608257293701,0.5999664664268494,0.5542171597480774,0.6753670573234558,0.7365491986274719,0.5108225345611572,0.4777131676673889,0.552282989025116,200.0,1754129591.1410692,39.0,9.698463103929535e-05,1480.0,,,,,,,,,,,,
7245874900.13781-c3c41e72-a40c,resenc_time_conditioned_pretrained_t2_2025-08-02_09-03-20,finished,2025-08-02T09:04:05Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245874900.13781-c3c41e72-a40c,,6a4c707e-5f0e-4253-85cb-2a2473210450,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,8e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,20843.0,,,,,,,,False,,256.0,0.5,64.0,,0.7107890844345093,0.7268009781837463,0.6410256624221802,0.6645331382751465,0.5412838459014893,0.9110827445983888,0.9266535043716432,0.8701596856117249,0.8864026069641113,0.42571866512298584,0.742313027381897,0.8073593378067017,0.6796537041664124,0.6858974695205688,0.5618403553962708,1000.0,1754146286.9429736,200.0,6.092193744349217e-09,14800.0,,,,,,,,,,,,
7245873893.84306-bd7ea0ba-bea1,resenc_pretrained_t2_2025-08-02_09-20-14,finished,2025-08-02T09:20:49Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245873893.84306-bd7ea0ba-bea1,,7062d99f-0540-4888-b9a7-1bfe610c56b5,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,0.2,21656.0,,,,,,,,,,,,,,0.6623427867889404,0.6843712329864502,0.569597065448761,0.5758008360862732,0.5899609923362732,0.9596006870269777,0.9696155786514282,0.880935549736023,0.9104660153388976,0.3996366262435913,0.7033261656761169,0.7111935615539551,0.6103895902633667,0.6265243887901306,0.571085512638092,1000.0,1754148104.3795514,200.0,7.615242180436517e-09,7400.0,,,,,,,,,,,,
7245873173.64250-a1f2813d-0bed,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-02_09-34-02,finished,2025-08-02T09:34:40Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245873173.64250-a1f2813d-0bed,,42b21e1c-a0f6-4f61-96ba-90eec19490ac,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,21306.0,,,,,,,,,,,,,,0.7148681282997131,0.7753357887268066,0.6932234168052673,0.7069078683853149,0.5500739216804504,0.9756596088409424,0.9823700189590454,0.8990601897239685,0.9140132069587708,0.38670268654823303,0.8341931104660034,0.8630179166793823,0.7251082062721252,0.7631530165672302,0.5056248307228088,1000.0,1754148584.290995,200.0,7.615242180436517e-09,7400.0,,,,,,,,,,,,
7245828600.52075-2e98cbaf-cd82,resenc_time_conditioned_pretrained_t2_2025-08-02_21-55-09,finished,2025-08-02T21:55:56Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245828600.52075-2e98cbaf-cd82,,abcba263-5361-4231-bc68-552c2709b9d6,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,,0.5,17765.0,,,,,,,,False,,256.0,0.5,64.0,,0.6182905435562134,0.6330891847610474,0.5,0.4406779706478119,0.5852611660957336,0.9087451696395874,0.923827052116394,0.8248657584190369,0.8454641103744507,0.44177302718162537,0.7158549427986145,0.7532467842102051,0.6212121248245239,0.634782612323761,0.5679954886436462,1000.0,1754189518.836394,200.0,7.615242180436517e-09,14800.0,,,,,,,,,,,,
