run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_learning_rate,config_freeze_backbone,config_pretrained_path,config_token_aggregation_method,config_use_brainiac_preprocessing,config_dinov2_model_name,config_slice_aggregation,config_temperature,config_fusion_method,config_expert_dropout,config_freeze_expert_3d,config_freeze_expert_2d5,config_dinov2_freeze_backbone,config_resenc_finetune_method,config_dinov2_slice_aggregation,config_use_expert_regularization,config_final_batch_size,config_auto_batch_size_mode,config_auto_batch_size_steps,config_auto_batch_size_enabled,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,config_time_dim,config_learned_sinusoidal_dim,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_pretrained_encoder_path,config_n_stages,config_deep_supervision,config_dropout_rate
7246909874.59652-8e9af425-a817,resenc_pretrained_multi_flair_t1_t1ce_t2_2025-07-21_09-39-50,finished,2025-07-21T09:40:19Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246909874.59652-8e9af425-a817,,e89f0ae3-785e-4d2c-a2d3-4d12323771b0,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.2,0.9855753183364868,0.9908289313316344,0.9507936239242554,0.9475942850112916,0.3791663646697998,0.6339598894119263,0.658730149269104,0.6404762268066406,0.5777778029441833,0.7576457262039185,12438.0,599,1753103257.1340518,99.0,3.854818796385494e-08,17099,,0.0001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246844942.64684-305364c4-fbba,brainiac_pretrained_multi_flair_t1_t1ce_t2_2025-07-22_03-41-11,finished,2025-07-22T03:41:43Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246844942.64684-305364c4-fbba,,51c686b8-2142-467c-b259-f3da6fdde3e9,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.0,0.994463324546814,0.995943546295166,0.9555555582046508,0.9689316749572754,0.3731446266174317,0.5612635612487793,0.5611110925674438,0.5,0.42424243688583374,1.3088829517364502,10266.0,599,1753165971.21749,99.0,1.927409398192747e-08,17099,0.2,5e-05,False,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246844516.13247-6c16716c-eed5,dinov2_frozen_multi_flair_t1_t1ce_t2_2025-07-22_03-50-45,crashed,2025-07-22T03:51:16Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246844516.13247-6c16716c-eed5,,71b633b5-8cf5-4038-9e47-ed581606d73d,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.5,0.6208751797676086,0.6137566566467285,0.6023809313774109,0.6083969473838806,0.6808280348777771,0.5999425649642944,0.6000000238418579,0.5,0.42424243688583374,0.620604395866394,375.0,18,1753156594.4886222,2.0,0.00019047619047619048,513,,0.001,True,,mean,True,facebook/dinov2-base,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246842125.01248-2c1f0bdd-8d65,brainiac_scratch_multi_flair_t1_t1ce_t2_2025-07-22_04-47-09,finished,2025-07-22T04:23:58Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246842125.01248-2c1f0bdd-8d65,,f65ca50c-2828-4e23-8bf3-b39ba6dc0096,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.0,0.9592572450637816,0.9723103642463684,0.8833333253860474,0.8860860466957092,0.4330335855484009,0.621308445930481,0.6150793433189392,0.5547618865966797,0.538194477558136,2.6541123390197754,10070.0,622,1753169275.710244,99.0,3.854818796385494e-08,17099,0.2,0.0001,False,,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246842156.96540-6f5fac73-5bed,brainiac_pretrained_multi_flair_t1_t1ce_t2_2025-07-22_04-28-01,finished,2025-07-22T04:28:27Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246842156.96540-6f5fac73-5bed,,79c28282-0a3e-48a8-b8b3-ce460f8d9bbb,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.0,0.9989334344863892,0.9992945194244384,0.9738094806671144,0.9772171974182128,0.3636825680732727,0.5660364031791687,0.5563491582870483,0.5,0.42424243688583374,1.1512327194213867,9776.0,599,1753168284.7061691,99.0,1.927409398192747e-08,17099,0.2,5e-05,False,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246841642.14174-f452fd51-f953,dinov2_pretrained_multi_flair_t1_t1ce_t2_2025-07-22_06-42-14,finished,2025-07-22T04:31:20Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246841642.14174-f452fd51-f953,,de793ca0-2635-4ab7-8d5c-a8f8c9b1f194,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.5,0.9042853116989136,0.9414461851119996,0.8230158686637878,0.82533198595047,0.46804279088974,0.5484243035316467,0.5460317134857178,0.5190476179122925,0.49932432174682617,0.7185502052307129,18501.0,847,1753179008.3126278,99.0,3.854818796385494e-08,17099,,0.0001,False,,mean,True,facebook/dinov2-base,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246827604.74859-2320a6a9-d3f2,move_frozen_multi_flair_t1_t1ce_t2_2025-07-22_09-23-12,finished,2025-07-22T08:28:25Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246827604.74859-2320a6a9-d3f2,,cc8436ca-cc04-4c90-9dce-90f3f1efecec,t-jiachentu,,False,0,Classification,100,False,move_frozen,50,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.5,0.9940612316131592,0.9957672357559204,0.9555555582046508,0.9689316749572754,0.3891250491142273,0.5774186253547668,0.5714285373687744,0.5476190447807312,0.5476190447807312,0.7898696064949036,13773.0,780,1753187054.7722306,99.0,3.854818796385494e-08,17099,,0.0001,,,mean,True,facebook/dinov2-base,,1.0,gated,0.0,False,False,True,full,mean,False,,,,,,,,,,,,,,,,,,,,,,,
7246823380.78716-21d419e4-8d15,move_frozen_multi_flair_t1_t1ce_t2_2025-07-22_09-36-15,failed,2025-07-22T09:36:57Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246823380.78716-21d419e4-8d15,,73454e31-c405-4729-af7c-eb7c7f6d192b,t-jiachentu,,False,0,Classification,100,False,move_frozen,50,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.5,,,,,,,,,,,51.0,0,1753177060.747062,,4.761904761904762e-06,0,,0.0001,,,mean,True,facebook/dinov2-base,,1.0,gated,0.0,False,False,True,full,mean,False,,,,,,,,,,,,,,,,,,,,,,,
7246823349.64164-eb010eab-4dda,move_tunable_multi_flair_t1_t1ce_t2_2025-07-22_09-36-21,failed,2025-07-22T09:37:05Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246823349.64164-eb010eab-4dda,,f6e5fbcc-95ce-4407-9ee9-36f902cc44da,t-jiachentu,,False,0,Classification,100,False,move_tunable,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.5,,,,,,,,,,,49.0,0,1753177067.2286592,,4.761904761904763e-07,0,,1e-05,False,,mean,True,facebook/dinov2-base,,1.0,gated,0.1,False,False,False,full,mean,True,,,,,,,,,,,,,,,,,,,,,,,
7246785179.39411-98cdcba4-07ca,resenc_pretrained_multi_flair_t1_t1ce_t2_2025-07-22_20-27-32,finished,2025-07-22T20:28:10Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7246785179.39411-98cdcba4-07ca,,8585d5dc-e082-415c-ab10-fc7255ab07ac,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,False,False,1,epochwise,0.2,0.9219334721565248,0.931922435760498,0.8206349611282349,0.8395872116088867,0.4585217535495758,0.5178360939025879,0.460317462682724,0.47380954027175903,0.4608108103275299,0.996619462966919,11805.0,599,1753227894.2774024,99.0,3.854818796385494e-08,17099,,0.0001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
